date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-10-08,82534,0,51517,2050,0,0,1278,,480,10,,,0.0,葡萄牙
2020-10-09,83928,0,52164,2062,0,0,1394,,647,12,,,0.0,葡萄牙
2020-10-10,83928,0,52164,2062,0,0,0,,0,0,,,0.0,葡萄牙
2020-10-11,86664,0,53187,2080,0,0,2736,,1023,18,,,0.0,葡萄牙
2020-10-12,87913,0,53498,2094,0,0,1249,,311,14,,,0.0,葡萄牙
2020-10-13,89121,0,54047,2110,0,0,1208,,549,16,,,0.0,葡萄牙
2020-10-14,89121,0,54047,2110,0,0,0,,0,0,,,0.0,葡萄牙
2020-10-15,93294,0,55081,2128,0,0,4173,,1034,18,,,0.0,葡萄牙
2020-10-16,95902,0,56066,2149,0,0,2608,,985,21,,,0.0,葡萄牙
2020-10-17,98055,0,57919,2162,0,0,2153,,1853,13,,,0.0,葡萄牙
2020-10-18,99911,0,59000,2181,0,0,1856,,1081,19,,,0.0,葡萄牙
2020-10-19,101860,0,59966,2198,0,0,1949,,966,17,,,0.0,葡萄牙
2020-10-20,103736,0,61898,2213,0,0,1876,,1932,15,,,0.0,葡萄牙
2020-10-21,106271,0,63238,2229,0,0,2535,,1340,16,,,0.0,葡萄牙
2020-10-22,109541,0,64531,2245,0,0,3270,,1293,16,,,0.0,葡萄牙
2020-10-23,112440,0,65880,2276,0,0,2899,,1349,31,,,0.0,葡萄牙
2020-10-24,116109,0,67842,2297,0,0,3669,,1962,21,,,0.0,葡萄牙
2020-10-25,116109,0,67842,2297,0,0,0,,0,0,,,0.0,葡萄牙
2020-10-26,121133,0,69956,2343,0,0,5024,,2114,46,,,0.0,葡萄牙
2020-10-27,124432,0,72344,2371,0,0,3299,,2388,28,,,0.0,葡萄牙
2020-10-28,124432,0,72344,2371,0,0,0,,0,0,,,0.0,葡萄牙
2020-10-29,132616,0,75702,2428,0,0,8184,,3358,57,,,0.0,葡萄牙
2020-10-30,137272,0,77449,2468,0,0,4656,,1747,40,,,0.0,葡萄牙
2020-10-31,137272,0,77449,2468,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-01,141279,0,80280,2507,0,0,4007,,2831,39,,,0.0,葡萄牙
2020-11-02,144341,0,81771,2544,0,0,3062,,1491,37,,,0.0,葡萄牙
2020-11-03,149443,0,86589,2635,0,0,5102,,4818,91,,,0.0,葡萄牙
2020-11-04,156940,0,88946,2694,0,0,7497,,2357,59,,,0.0,葡萄牙
2020-11-05,161350,0,91453,2740,0,0,4410,,2507,46,,,0.0,葡萄牙
2020-11-06,166900,0,93754,2792,0,0,5550,,2301,52,,,0.0,葡萄牙
2020-11-07,166900,0,93754,2792,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-08,173540,0,97747,2848,0,0,6640,,3993,56,,,0.0,葡萄牙
2020-11-09,183420,0,102083,2959,0,0,9880,,4336,111,,,0.0,葡萄牙
2020-11-10,183420,0,102083,2959,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-11,187237,0,106878,3021,0,0,3817,,4795,62,,,0.0,葡萄牙
2020-11-12,192172,0,110353,3103,0,0,4935,,3475,82,,,0.0,葡萄牙
2020-11-13,198011,0,113689,3181,0,0,5839,,3336,78,,,0.0,葡萄牙
2020-11-14,204664,0,117382,3250,0,0,6653,,3693,69,,,0.0,葡萄牙
2020-11-15,217301,0,125066,3381,0,0,12637,,7684,131,,,0.0,葡萄牙
2020-11-16,217301,0,125066,3381,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-17,225672,0,142155,3472,0,0,8371,,17089,91,,,0.0,葡萄牙
2020-11-18,230124,0,149445,3553,0,0,4452,,7290,81,,,0.0,葡萄牙
2020-11-19,236015,0,153702,3632,0,0,5891,,4257,79,,,0.0,葡萄牙
2020-11-20,243009,0,157924,3701,0,0,6994,,4222,69,,,0.0,葡萄牙
2020-11-21,249498,0,163000,3762,0,0,6489,,5076,61,,,0.0,葡萄牙
2020-11-22,255970,0,169379,3824,0,0,6472,,6379,62,,,0.0,葡萄牙
2020-11-23,260758,0,172919,3897,0,0,4788,,3540,73,,,0.0,葡萄牙
2020-11-24,268721,0,184233,4056,0,0,7963,,11314,159,,,0.0,葡萄牙
2020-11-25,274011,0,189356,4127,0,0,5290,,5123,71,,,0.0,葡萄牙
2020-11-26,274011,0,189356,4127,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-27,280394,0,193944,4209,0,0,6383,,4588,82,,,0.0,葡萄牙
2020-11-28,290706,0,206275,4363,0,0,10312,,12331,154,,,0.0,葡萄牙
2020-11-29,290706,0,206275,4363,0,0,0,,0,0,,,0.0,葡萄牙
2020-11-30,294799,0,209534,4427,0,0,4093,,3259,64,,,0.0,葡萄牙
2020-12-01,298061,0,212942,4505,0,0,3262,,3408,78,,,0.0,葡萄牙
2020-12-02,300462,0,220877,4577,0,0,2401,,7935,72,,,0.0,葡萄牙
2020-12-03,303846,0,223446,4645,0,0,3384,,2569,68,,,0.0,葡萄牙
2020-12-05,312553,0,234038,4803,0,0,8707,,10592,158,,,0.0,葡萄牙
2020-04-09,1,0,0,0,0,0,1,0.0,0,0,0.0,,0.0,也门
2020-04-21,1,0,0,0,0,0,0,,0,0,,,0.0,也门
2020-04-28,1,0,1,0,0,0,0,0.0,1,0,0.0,,0.0,也门
2020-04-29,1,0,1,0,0,0,0,0.0,0,0,0.0,,0.0,也门
2020-04-30,6,0,1,2,0,0,5,0.0,0,2,0.0,,0.0,也门
2020-05-01,7,0,1,2,0,0,1,0.0,0,0,0.0,,0.0,也门
2020-05-02,10,0,1,2,0,0,3,0.0,0,0,0.0,,0.0,也门
2020-05-05,22,0,1,4,0,0,12,0.0,0,2,0.0,,0.0,也门
2020-05-06,26,0,1,6,0,0,4,0.0,0,2,0.0,,0.0,也门
2020-05-08,34,0,1,7,0,0,8,0.0,0,1,0.0,,0.0,也门
2020-05-10,53,0,1,8,0,0,19,0.0,0,1,0.0,,0.0,也门
2020-05-11,56,0,1,9,0,0,3,0.0,0,1,0.0,,0.0,也门
2020-05-12,65,0,1,10,0,0,9,0.0,0,1,0.0,,0.0,也门
2020-05-14,85,0,1,12,0,0,20,0.0,0,2,0.0,,0.0,也门
2020-05-15,106,0,1,15,0,0,21,0.0,0,3,0.0,,0.0,也门
2020-05-17,122,0,1,18,0,0,16,0.0,0,3,0.0,,0.0,也门
2020-05-18,122,0,1,20,0,0,0,0.0,0,2,0.0,,0.0,也门
2020-05-19,167,0,5,28,0,0,45,0.0,4,8,0.0,,0.0,也门
2020-05-20,184,0,7,30,0,0,17,0.0,2,2,0.0,,0.0,也门
2020-05-21,197,0,7,33,0,0,13,0.0,0,3,0.0,,0.0,也门
2020-05-22,209,0,11,33,0,0,12,0.0,4,0,0.0,,0.0,也门
2020-05-23,212,0,11,39,0,0,3,0.0,0,6,0.0,,0.0,也门
2020-05-24,222,0,11,42,0,0,10,0.0,0,3,0.0,,0.0,也门
2020-05-25,233,0,11,44,0,0,11,0.0,0,2,0.0,,0.0,也门
2020-05-26,253,0,12,49,0,0,20,0.0,1,5,0.0,,0.0,也门
2020-05-27,256,0,10,53,0,0,3,0.0,-2,4,0.0,,0.0,也门
2020-05-28,278,0,11,57,0,0,22,0.0,1,4,0.0,,0.0,也门
2020-05-29,283,0,11,65,0,0,5,0.0,0,8,0.0,,0.0,也门
2020-05-30,310,0,13,77,0,0,27,0.0,2,12,0.0,,0.0,也门
2020-05-31,323,0,14,80,0,0,13,0.0,1,3,0.0,,0.0,也门
2020-06-01,354,0,14,84,0,0,31,0.0,0,4,0.0,,0.0,也门
2020-06-02,403,0,18,87,0,0,49,0.0,4,3,0.0,,0.0,也门
2020-06-03,419,0,17,95,0,0,16,0.0,-1,8,0.0,,0.0,也门
2020-06-04,453,0,17,103,0,0,34,0.0,0,8,0.0,,0.0,也门
2020-06-05,469,0,23,111,0,0,16,0.0,6,8,0.0,,0.0,也门
2020-06-06,482,0,23,111,0,0,13,0.0,0,0,0.0,,0.0,也门
2020-06-07,484,0,23,112,0,0,2,0.0,0,1,0.0,,0.0,也门
2020-06-08,496,0,23,112,0,0,12,0.0,0,0,0.0,,0.0,也门
2020-06-09,528,0,26,127,0,0,32,0.0,3,15,0.0,,0.0,也门
2020-06-10,564,0,26,127,0,0,36,0.0,0,0,0.0,,0.0,也门
2020-06-11,591,0,26,136,0,0,27,0.0,0,9,0.0,,0.0,也门
2020-06-12,636,0,31,140,0,0,45,0.0,5,4,0.0,,0.0,也门
2020-06-13,709,0,42,161,0,0,73,0.0,11,21,0.0,,0.0,也门
2020-06-14,732,0,56,165,0,0,23,0.0,14,4,0.0,,0.0,也门
2020-06-18,902,0,271,244,0,0,170,,215,79,,,0.0,也门
2020-06-19,909,0,273,248,0,0,7,,2,4,,,0.0,也门
2020-06-20,919,0,288,251,0,0,10,,15,3,,,0.0,也门
2020-06-21,922,0,328,254,0,0,3,,40,3,,,0.0,也门
2020-06-22,941,0,347,256,0,0,19,,19,2,,,0.0,也门
2020-06-23,967,0,350,257,0,0,26,,3,1,,,0.0,也门
2020-06-24,992,0,356,261,0,0,25,,6,4,,,0.0,也门
2020-06-25,1015,0,379,274,0,0,23,,23,13,,,0.0,也门
2020-06-26,1076,0,386,288,0,0,61,,7,14,,,0.0,也门
2020-06-27,1089,0,402,293,0,0,13,,16,5,,,0.0,也门
2020-06-28,1103,0,417,296,0,0,14,,15,3,,,0.0,也门
2020-06-29,1118,0,430,302,0,0,15,,13,6,,,0.0,也门
2020-06-30,1128,0,432,304,0,0,10,,2,2,,,0.0,也门
2020-07-01,1158,0,488,312,0,0,30,,56,8,,,0.0,也门
2020-07-02,1190,0,504,318,0,0,32,,16,6,,,0.0,也门
2020-07-03,1221,0,513,325,0,0,31,,9,7,,,0.0,也门
2020-07-06,1265,0,552,338,0,0,44,,39,13,,,0.0,也门
2020-07-07,1284,0,575,345,0,0,19,,23,7,,,0.0,也门
2020-07-08,1297,0,591,348,0,0,13,,16,3,,,0.0,也门
2020-07-09,1318,0,595,351,0,0,21,,4,3,,,0.0,也门
2020-07-10,1356,0,619,361,0,0,38,,24,10,,,0.0,也门
2020-07-11,1380,0,630,364,0,0,24,,11,3,,,0.0,也门
2020-07-12,1389,0,642,365,0,0,9,,12,1,,,0.0,也门
2020-07-13,1465,0,659,417,0,0,76,,17,52,,,0.0,也门
2020-07-14,1498,0,675,424,0,0,33,,16,7,,,0.0,也门
2020-07-15,1516,0,685,429,0,0,18,,10,5,,,0.0,也门
2020-07-16,1526,0,694,433,0,0,10,,9,4,,,0.0,也门
2020-07-17,1552,0,695,438,0,0,26,,1,5,,,0.0,也门
2020-07-18,1576,0,695,440,0,0,24,,0,2,,,0.0,也门
2020-07-19,1581,0,701,443,0,0,5,,6,3,,,0.0,也门
2020-07-20,1606,0,712,445,0,0,25,,11,2,,,0.0,也门
2020-07-21,1619,0,714,447,0,0,13,,2,2,,,0.0,也门
2020-07-22,1629,0,741,456,0,0,10,,27,9,,,0.0,也门
2020-07-23,1640,0,751,458,0,0,11,,10,2,,,0.0,也门
2020-07-24,1654,0,762,461,0,0,14,,11,3,,,0.0,也门
2020-07-25,1674,0,779,469,0,0,20,,17,8,,,0.0,也门
2020-07-26,1674,0,780,474,0,0,0,,1,5,,,0.0,也门
2020-07-27,1681,0,797,479,0,0,7,,17,5,,,0.0,也门
2020-07-28,1691,0,833,483,0,0,10,,36,4,,,0.0,也门
2020-07-29,1703,0,840,484,0,0,12,,7,1,,,0.0,也门
2020-07-30,1711,0,849,485,0,0,8,,9,1,,,0.0,也门
2020-07-31,1726,0,856,487,0,0,15,,7,2,,,0.0,也门
2020-08-01,1728,0,862,493,0,0,2,,6,6,,,0.0,也门
2020-08-02,1730,0,862,494,0,0,2,,0,1,,,0.0,也门
2020-08-03,1734,0,862,497,0,0,4,,0,3,,,0.0,也门
2020-08-04,1734,0,863,499,0,0,0,,1,2,,,0.0,也门
2020-08-05,1760,0,863,506,0,0,26,,0,7,,,0.0,也门
2020-08-06,1763,0,894,508,0,0,3,,31,2,,,0.0,也门
2020-08-07,1768,0,898,508,0,0,5,,4,0,,,0.0,也门
2020-08-08,1796,0,907,512,0,0,28,,9,4,,,0.0,也门
2020-08-09,1797,0,910,512,0,0,1,,3,0,,,0.0,也门
2020-08-10,1804,0,913,515,0,0,7,,3,3,,,0.0,也门
2020-08-11,1832,0,915,518,0,0,28,,2,3,,,0.0,也门
2020-08-12,1831,0,919,523,0,0,-1,,4,5,,,0.0,也门
2020-08-13,1841,0,937,528,0,0,10,,18,5,,,0.0,也门
2020-08-14,1847,0,949,528,0,0,6,,12,0,,,0.0,也门
2020-08-15,1858,0,1009,528,0,0,11,,60,0,,,0.0,也门
2020-08-16,1858,0,1013,528,0,0,0,,4,0,,,0.0,也门
2020-08-17,1869,0,1013,530,0,0,11,,0,2,,,0.0,也门
2020-08-18,1882,0,1045,535,0,0,13,,32,5,,,0.0,也门
2020-08-19,1889,0,1052,537,0,0,7,,7,2,,,0.0,也门
2020-08-20,1892,0,1055,539,0,0,3,,3,2,,,0.0,也门
2020-08-21,1899,0,1058,541,0,0,7,,3,2,,,0.0,也门
2020-08-22,1906,0,1058,542,0,0,7,,0,1,,,0.0,也门
2020-08-23,1907,0,1066,546,0,0,1,,8,4,,,0.0,也门
2020-08-24,1911,0,1086,553,0,0,4,,20,7,,,0.0,也门
2020-08-25,1916,0,1090,555,0,0,5,,4,2,,,0.0,也门
2020-08-26,1924,0,1091,557,0,0,8,,1,2,,,0.0,也门
2020-08-27,1930,0,1097,560,0,0,6,,6,3,,,0.0,也门
2020-08-28,1933,0,1098,562,0,0,3,,1,2,,,0.0,也门
2020-08-29,1943,0,1107,563,0,0,10,,9,1,,,0.0,也门
2020-08-30,1946,0,1113,563,0,0,3,,6,0,,,0.0,也门
2020-08-31,1953,0,1123,564,0,0,7,,10,1,,,0.0,也门
2020-09-01,1958,0,1131,566,0,0,5,,8,2,,,0.0,也门
2020-09-02,1962,0,1160,570,0,0,4,,29,4,,,0.0,也门
2020-09-03,1976,0,1175,571,0,0,14,,15,1,,,0.0,也门
2020-09-04,1979,0,1180,571,0,0,3,,5,0,,,0.0,也门
2020-09-05,1983,0,1194,572,0,0,4,,14,1,,,0.0,也门
2020-09-06,1983,0,1197,572,0,0,0,,3,0,,,0.0,也门
2020-09-07,1987,0,1200,572,0,0,4,,3,0,,,0.0,也门
2020-09-08,1989,0,1201,573,0,0,2,,1,1,,,0.0,也门
2020-09-09,1994,0,1203,576,0,0,5,,2,3,,,0.0,也门
2020-09-10,1999,0,1209,576,0,0,5,,6,0,,,0.0,也门
2020-09-11,2003,0,1211,580,0,0,4,,2,4,,,0.0,也门
2020-09-12,2007,0,1211,582,0,0,4,,0,2,,,0.0,也门
2020-09-13,2009,0,1211,582,0,0,2,,0,0,,,0.0,也门
2020-09-14,2011,0,1212,583,0,0,2,,1,1,,,0.0,也门
2020-09-15,2013,0,1215,583,0,0,2,,3,0,,,0.0,也门
2020-09-16,2016,0,1219,583,0,0,3,,4,0,,,0.0,也门
2020-09-17,2019,0,1221,583,0,0,3,,2,0,,,0.0,也门
2020-09-18,2022,0,1221,585,0,0,3,,0,2,,,0.0,也门
2020-09-19,2024,0,1221,585,0,0,2,,0,0,,,0.0,也门
2020-09-20,2026,0,1221,585,0,0,2,,0,0,,,0.0,也门
2020-09-21,2026,0,1227,586,0,0,0,,6,1,,,0.0,也门
2020-09-22,2028,0,1235,586,0,0,2,,8,0,,,0.0,也门
2020-09-23,2029,0,1245,586,0,0,1,,10,0,,,0.0,也门
2020-09-24,2029,0,1245,586,0,0,0,,0,0,,,0.0,也门
2020-09-25,2029,0,1255,587,0,0,0,,10,1,,,0.0,也门
2020-09-26,2029,0,1255,587,0,0,0,,0,0,,,0.0,也门
2020-09-27,2030,0,1260,587,0,0,1,,5,0,,,0.0,也门
2020-09-28,2030,0,1266,587,0,0,0,,6,0,,,0.0,也门
2020-09-29,2031,0,1266,587,0,0,1,,0,0,,,0.0,也门
2020-09-30,2031,0,1275,587,0,0,0,,9,0,,,0.0,也门
2020-10-01,2034,0,1286,587,0,0,3,,11,0,,,0.0,也门
2020-10-02,2039,0,1297,587,0,0,5,,11,0,,,0.0,也门
2020-10-03,2040,0,1307,589,0,0,1,,10,2,,,0.0,也门
2020-10-04,2041,0,1320,589,0,0,1,,13,0,,,0.0,也门
2020-10-05,2041,0,1320,591,0,0,0,,0,2,,,0.0,也门
2020-10-06,2041,0,1323,592,0,0,0,,3,1,,,0.0,也门
2020-10-07,2047,0,1327,593,0,0,6,,4,1,,,0.0,也门
2020-10-08,2049,0,1328,593,0,0,2,,1,0,,,0.0,也门
2020-10-09,2050,0,1329,593,0,0,1,,1,0,,,0.0,也门
2020-10-10,2051,0,1329,593,0,0,1,,0,0,,,0.0,也门
2020-10-11,2051,0,1329,595,0,0,0,,0,2,,,0.0,也门
2020-10-12,2052,0,1329,595,0,0,1,,0,0,,,0.0,也门
2020-10-13,2052,0,1329,596,0,0,0,,0,1,,,0.0,也门
2020-10-14,2053,0,1329,596,0,0,1,,0,0,,,0.0,也门
2020-10-15,2053,0,1329,596,0,0,0,,0,0,,,0.0,也门
2020-10-16,2053,0,1329,596,0,0,0,,0,0,,,0.0,也门
2020-10-17,2055,0,1335,596,0,0,2,,6,0,,,0.0,也门
2020-10-18,2055,0,1336,596,0,0,0,,1,0,,,0.0,也门
2020-10-19,2056,0,1338,597,0,0,1,,2,1,,,0.0,也门
2020-10-20,2056,0,1338,597,0,0,0,,0,0,,,0.0,也门
2020-10-21,2057,0,1338,597,0,0,1,,0,0,,,0.0,也门
2020-10-22,2057,0,1344,597,0,0,0,,6,0,,,0.0,也门
2020-10-23,2057,0,1344,597,0,0,0,,0,0,,,0.0,也门
2020-10-24,2060,0,1354,599,0,0,3,,10,2,,,0.0,也门
2020-10-25,2060,0,1360,599,0,0,0,,6,0,,,0.0,也门
2020-10-26,2060,0,1360,599,0,0,0,,0,0,,,0.0,也门
2020-10-27,2060,0,1360,599,0,0,0,,0,0,,,0.0,也门
2020-10-28,2060,0,1364,599,0,0,0,,4,0,,,0.0,也门
2020-10-29,2061,0,1366,599,0,0,1,,2,0,,,0.0,也门
2020-10-30,2062,0,1366,599,0,0,1,,0,0,,,0.0,也门
2020-10-31,2062,0,1366,599,0,0,0,,0,0,,,0.0,也门
2020-11-01,2063,0,1366,599,0,0,1,,0,0,,,0.0,也门
2020-11-02,2063,0,1366,600,0,0,0,,0,1,,,0.0,也门
2020-11-03,2063,0,1375,601,0,0,0,,9,1,,,0.0,也门
2020-11-04,2063,0,1375,601,0,0,0,,0,0,,,0.0,也门
2020-11-05,2063,0,1375,601,0,0,0,,0,0,,,0.0,也门
2020-11-06,2063,0,1375,601,0,0,0,,0,0,,,0.0,也门
2020-11-07,2067,0,1375,602,0,0,4,,0,1,,,0.0,也门
2020-11-08,2070,0,1375,602,0,0,3,,0,0,,,0.0,也门
2020-11-09,2070,0,1375,602,0,0,0,,0,0,,,0.0,也门
2020-11-10,2071,0,1394,605,0,0,1,,19,3,,,0.0,也门
2020-11-11,2071,0,1394,605,0,0,0,,0,0,,,0.0,也门
2020-11-12,2071,0,1394,605,0,0,0,,0,0,,,0.0,也门
2020-11-13,2071,0,1394,605,0,0,0,,0,0,,,0.0,也门
2020-11-14,2072,0,1394,605,0,0,1,,0,0,,,0.0,也门
2020-11-16,2072,0,1394,605,0,0,0,,0,0,,,0.0,也门
2020-11-17,2078,0,1406,605,0,0,6,,12,0,,,0.0,也门
2020-11-18,2081,0,1410,607,0,0,3,,4,2,,,0.0,也门
2020-11-19,2083,0,1417,607,0,0,2,,7,0,,,0.0,也门
2020-11-20,2086,0,1428,608,0,0,3,,11,1,,,0.0,也门
2020-11-21,2093,0,1441,608,0,0,7,,13,0,,,0.0,也门
2020-11-22,2093,0,1441,608,0,0,0,,0,0,,,0.0,也门
2020-11-23,2099,0,1448,608,0,0,6,,7,0,,,0.0,也门
2020-11-24,2114,0,1467,609,0,0,15,,19,1,,,0.0,也门
2020-11-25,2114,0,1467,609,0,0,0,,0,0,,,0.0,也门
2020-11-26,2124,0,1474,611,0,0,10,,7,2,,,0.0,也门
2020-11-27,2137,0,1484,612,0,0,13,,10,1,,,0.0,也门
2020-11-28,2160,0,1498,615,0,0,23,,14,3,,,0.0,也门
2020-11-29,2177,0,1504,617,0,0,17,,6,2,,,0.0,也门
2020-11-30,2177,0,1504,617,0,0,0,,0,0,,,0.0,也门
2020-12-01,2191,0,1510,619,0,0,14,,6,2,,,0.0,也门
2020-12-02,2197,0,1514,619,0,0,6,,4,0,,,0.0,也门
2020-12-03,2217,0,1518,621,0,0,20,,4,2,,,0.0,也门
2020-12-05,2267,0,1534,627,0,0,50,,16,6,,,0.0,也门
2020-03-14,2,0,0,0,0,0,2,0.0,0,0,0.0,,,塞舌尔
2020-03-16,4,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,塞舌尔
2020-03-21,7,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,塞舌尔
2020-03-28,8,0,0,0,0,0,1,0.0,0,0,0.0,,0.0,塞舌尔
2020-03-31,10,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,塞舌尔
2020-04-07,11,0,0,0,0,0,1,0.0,0,0,0.0,,0.0,塞舌尔
2020-04-21,11,0,5,0,0,0,0,0.0,5,0,0.0,,0.0,塞舌尔
2020-04-29,11,0,6,0,0,0,0,0.0,1,0,0.0,,0.0,塞舌尔
2020-05-06,11,0,8,0,0,0,0,0.0,2,0,0.0,,0.0,塞舌尔
2020-05-07,11,0,8,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-11,11,0,10,0,0,0,0,0.0,2,0,0.0,,0.0,塞舌尔
2020-05-12,11,0,10,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-13,11,0,10,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-14,11,0,10,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-17,11,0,10,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-18,11,0,11,0,0,0,0,0.0,1,0,0.0,,0.0,塞舌尔
2020-05-19,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-20,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-21,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-22,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-23,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-24,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-25,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-26,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-27,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-28,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-29,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-30,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-05-31,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-01,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-02,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-03,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-04,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-05,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-06,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-07,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-08,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-09,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-10,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-11,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-06-14,11,0,11,0,0,0,0,,0,0,,,0.0,塞舌尔
2020-02-08,2,0,0,0,0,0,2,0.0,0,0,,,,西班牙
2020-02-24,3,0,0,0,0,0,1,0.0,0,0,,,0.0,西班牙
2020-02-25,9,0,2,0,0,0,6,0.0,2,0,,,0.0,西班牙
2020-02-26,13,0,2,0,0,0,4,0.0,0,0,,,0.0,西班牙
2020-02-27,25,0,2,0,0,0,12,0.0,0,0,,,0.0,西班牙
2020-02-28,41,0,2,0,0,0,16,0.0,0,0,,,0.0,西班牙
2020-02-29,58,0,2,0,0,0,17,0.0,0,0,,,0.0,西班牙
2020-03-01,74,0,2,0,0,0,16,0.0,0,0,,,0.0,西班牙
2020-03-02,124,0,3,0,0,0,50,0.0,1,0,,,0.0,西班牙
2020-03-03,165,0,3,1,0,0,41,0.0,0,1,0.0,,0.0,西班牙
2020-03-04,193,0,3,1,0,0,28,0.0,0,0,0.0,,0.0,西班牙
2020-03-05,208,0,3,3,0,0,15,0.0,0,2,0.0,,0.0,西班牙
2020-03-06,387,0,3,5,0,0,179,0.0,0,2,0.0,,0.0,西班牙
2020-03-07,516,0,3,10,0,0,129,0.0,0,5,0.0,,0.0,西班牙
2020-03-08,613,0,3,17,0,0,97,0.0,0,7,0.0,,0.0,西班牙
2020-03-09,1223,0,3,28,0,0,610,0.0,0,11,0.0,,0.0,西班牙
2020-03-10,1695,0,3,35,0,0,472,0.0,0,7,0.0,,0.0,西班牙
2020-03-11,2882,0,183,49,0,0,1187,0.0,180,14,0.0,,0.0,西班牙
2020-03-12,3146,0,189,86,0,0,264,0.0,6,37,0.0,,0.0,西班牙
2020-03-13,4334,0,189,86,0,0,1188,0.0,0,0,0.0,,0.0,西班牙
2020-03-14,6393,0,571,195,0,0,2059,0.0,382,109,0.0,,0.0,西班牙
2020-03-15,7753,0,571,288,0,0,1360,0.0,0,93,0.0,,0.0,西班牙
2020-03-16,9191,0,530,309,0,0,1438,0.0,-41,21,0.0,,0.0,西班牙
2020-03-17,11178,0,1028,491,0,0,1987,0.0,498,182,0.0,,0.0,西班牙
2020-03-18,13716,0,1028,491,0,0,2538,0.0,0,0,0.0,,0.0,西班牙
2020-03-19,17147,0,1028,767,0,0,3431,0.0,0,276,0.0,,0.0,西班牙
2020-03-20,20410,0,1588,1041,0,0,3263,0.0,560,274,0.0,,0.0,西班牙
2020-03-21,24926,0,1588,1326,0,0,4516,0.0,0,285,0.0,,0.0,西班牙
2020-03-22,28572,0,2575,1720,0,0,3646,0.0,987,394,0.0,,0.0,西班牙
2020-03-23,39673,0,3355,2182,0,0,11101,0.0,780,462,0.0,,0.0,西班牙
2020-03-24,42058,0,3794,2991,0,0,2385,0.0,439,809,0.0,,0.0,西班牙
2020-03-25,47610,0,3794,3434,0,0,5552,0.0,0,443,0.0,,0.0,西班牙
2020-03-26,56197,0,7015,4145,0,0,8587,0.0,3221,711,0.0,,0.0,西班牙
2020-03-27,65719,0,9357,5138,0,0,9522,0.0,2342,993,0.0,,0.0,西班牙
2020-03-28,73235,0,9357,5690,0,0,7516,0.0,0,552,0.0,,0.0,西班牙
2020-03-29,80110,0,14709,6803,0,0,6875,0.0,5352,1113,0.0,,0.0,西班牙
2020-03-30,95195,0,14709,7340,0,0,15085,0.0,0,537,0.0,,0.0,西班牙
2020-03-31,104136,0,19259,8189,0,0,8941,0.0,4550,849,0.0,,0.0,西班牙
2020-04-01,110238,0,22647,10003,0,0,6102,0.0,3388,1814,0.0,,0.0,西班牙
2020-04-02,112065,0,26743,10348,0,0,1827,0.0,4096,345,0.0,,0.0,西班牙
